<<<<<<< HEAD
year,month,store_id,country,name_of_repairitem
2020,12,14927,Australia,BATTERY REPLACEMENT
2020,10,14933,United States,Back Camera Replacement
2020,12,14933,United States,iPhone 6s Digi/LCD
2020,8,14934,Spain,Pendiente de diagnóstico
2020,8,14940,United States,Screen (Digitizer+LCD) Replacement
2020,9,14940,United States,Screen (Digitizer+LCD) Replacement
2020,10,14940,United States,Screen (Digitizer+LCD) Replacement
2020,11,14940,United States,Screen (Digitizer+LCD) Replacement
2020,12,14940,United States,Back Glass Replacement
2020,9,14944,Spain,Gira sobre sí mismo
2020,10,14944,Spain,E2/Con la tapa puesta sigue saliendo
2020,9,14946,United States,Screen Replacement
2020,10,14946,United States,Screen
2020,11,14946,United States,Screen (Digitizer+LCD) Replacement Black
2020,12,14946,United States,Charging Port
2020,9,14949,United States,Screen (Digitizer+LCD) Replacement
2020,10,14949,United States,Screen (Digitizer+LCD) Replacement
2020,11,14949,United States,Diagnosis
2020,12,14949,United States,Screen (Digitizer+LCD) Replacement
2020,8,14950,United States,OS Install
2020,9,14950,United States,Screen (Digitizer+LCD) Replacement
2020,10,14950,United States,Screen (Digitizer+LCD) Replacement
2020,11,14950,United States,Screen (Digitizer+LCD) Replacement
2020,12,14950,United States,Screen (Digitizer+LCD) Replacement
2020,10,14952,Australia,Home Button Issue
2020,11,14952,Australia,Screen (Digitizer+LCD) Replacement
2020,12,14952,Australia,NOT BOOTING
2020,10,14962,United States,Screen
2020,11,14962,United States,Other
2020,12,14962,United States,"Battery, Other"
2020,10,14963,Canada,Screen (Digitizer+LCD) Replacement
2020,8,14975,United States,LCD/Glass replacement
2020,9,14975,United States,Insurance Report
2020,9,14977,Spain,"No vincula/sincroniza/Si hubiera este fallo, es por : Fallo tarjeta wifi/ Pcb, Reparación fuera de g"
2020,10,14977,Spain,"Fallos relacionados con watertank, No detecta la base, No enciende"
2020,8,14978,Spain,"No enciende , dura poco la bateria"
2020,9,14978,Spain,Problemas de carga
2020,10,14978,Spain,Pita y luz roja fija
2020,9,14982,Spain,Reparación fuera de garantía
2020,10,14982,Spain,Fallo depósito de agua
2020,9,14983,United Kingdom,Screen (Digitizer+LCD) Replacement
2020,10,14983,United Kingdom,Screen (Digitizer+LCD) Replacement
2020,12,14983,United Kingdom,Screen (Digitizer+LCD) Replacement
2020,9,14990,Spain,No funciona el cepillo/cepillo y ejes obstruidos
2020,10,14990,Spain,No calienta
2020,8,14991,Spain,"Pendiente de diagnóstico, Reparación fuera de garantía"
2020,9,14991,Spain,"Ruedas motrices no funcionan/Fallo motor ruedas motrices, Reparación fuera de garantía"
2020,8,14993,Spain,No sale de la base de carga
2020,9,14993,Spain,-
2020,10,14993,Spain,Ruedas motrices no funcionan
2020,9,14999,Spain,-
2020,8,15004,United States,Back Glass
2020,9,15004,United States,Cracked Screen - Aftermarket
2020,10,15004,United States,Battery
2020,11,15004,United States,Battery
2020,12,15004,United States,LCD - Premium
2020,9,15009,Australia,"Screen (Digitizer+LCD) Replacement, Back Glass Replacement"
2020,10,15009,Australia,"Home Button Issue, Screen (Digitizer+LCD) Replacement, New Housing"
2020,11,15009,Australia,Touch IC
2020,12,15009,Australia,Screen replacement
2020,9,15013,Spain,Pendiente de diagnóstico
2020,9,15015,Norway,OEM Speaker
2020,10,15015,Norway,OEM Battery
2020,11,15015,Norway,Oem Screen
2020,12,15015,Norway,OEM Battery
2020,8,15016,Norway,Glass replacement
2020,9,15016,Norway,OEM Screen Replacement
2020,10,15016,Norway,OEM Battery
2020,11,15016,Norway,OEM Screen
2020,9,15017,Norway,OEM Screen Replacement
2020,9,15021,United States,Diagnostics
2020,10,15021,United States,LCD Replacement
2020,11,15021,United States,Diagnostics
2020,12,15021,United States,Screen Replacement
2020,9,15023,United States,Battery Replacement
2020,11,15023,United States,Screen (Digitizer+LCD) Replacement
2020,12,15023,United States,Screen (Digitizer+LCD) Replacement
2020,9,15044,Bahamas,Test 1
2020,10,15047,United States,"Screen (Digitizer+LCD) Replacement, Battery Replacement"
2020,11,15047,United States,Screen (Digitizer+LCD) Replacement
2020,12,15047,United States,Screen (Digitizer+LCD) Replacement
2020,8,15052,Australia,Screen Replacement
2020,11,15052,Australia,Screen Replacement
2020,9,15059,Canada,Remplacement Batterie
2020,8,15068,Canada,Vitre 
2020,9,15068,Canada,Vitre et écran Générique
2020,10,15068,Canada,Vitre et écran Générique
2020,11,15068,Canada,Vitre et écran Générique
2020,12,15068,Canada,Batterie
2020,9,15078,United Kingdom,Charging Port Replacement
2020,10,15078,United Kingdom,Battery Replacement
2020,9,15079,United States,"Battery Replacement, Charging Port Replacement, Home Button Issue"
2020,10,15079,United States,"Screen, Back Camera, Back Glass"
2020,11,15079,United States,Screen
2020,12,15079,United States,Screen Replacement
2020,9,15081,Puerto Rico,HDMI Port
2020,10,15081,Puerto Rico,Diagnostico 
2020,11,15081,Puerto Rico,Back Up 
2020,12,15081,Puerto Rico,Pantalla
2020,9,15086,Spain,Ruedas motrices no funcionan
2020,9,15087,Spain,Sale de la base de carga y se para 
2020,10,15087,Spain,Sale de la base de carga y se para
2020,9,15088,Spain,Ha perdido potencia de succión
2020,10,15088,Spain,"No gira , se desplaza muy lento , gira en círculos"
2020,9,15091,Spain,Pendiente de diagnóstico
2020,10,15091,Spain,Rotura del tubo flexible
2020,9,15095,Romania,GEAM CAMERA SPART 
2020,10,15095,Romania,DISPLAY DEFECT
2020,11,15095,Romania,INCARCARE DEFECTA
2020,12,15095,Romania,"STICLA ECRAN SPARTA, CAPAC SPATE SPART"
2020,9,15100,Spain,No enciende
2020,10,15100,Spain,"Ha perdido potencia de succión, Ruido excesivo, Se ha caido por las escaleras"
2020,9,15101,Spain,No enciende
2020,10,15101,Spain,-
2020,9,15105,Denmark,Swap
2020,10,15105,Denmark,Samsung Galaxy A71 Prism Crush Silver 128GB 
2020,11,15105,Denmark,Skærmudskiftning grade AAA
2020,12,15105,Denmark,Samsung Galaxy Fold G5 Cosmos Black 512GB
2020,10,15109,United States,Broken Glass Screen Replacement
2020,11,15109,United States,Good LCD Aftermarket Screen Replacement
2020,12,15109,United States,Battery Replacement 
2020,10,15112,United States,On-Site Appointment 
2020,11,15112,United States,Remote Support
2020,12,15112,United States,On-Site Hourly Labor
2020,11,15115,United States,Battery Replacement
2020,9,15124,United States,Screen (Digitizer+LCD) Replacement
2020,10,15124,United States,back glass
2020,11,15124,United States,Screen (Digitizer+LCD) Replacement
2020,12,15124,United States,Screen (Digitizer+LCD) Replacement
2020,9,15128,United Kingdom,Screen (Digitizer+LCD) Replacement
2020,10,15128,United Kingdom,Screen (Digitizer+LCD) Replacement
2020,11,15128,United Kingdom,Iphone 7 battery
2020,12,15128,United Kingdom,Diagnostic
2020,9,15129,United States,LCD (INCELL)
2020,10,15129,United States,Series 1 Temper Glass
2020,11,15129,United States,LCD (INCELL)
2020,12,15129,United States,pc diagnostic
2020,9,15130,United States,Lcd replacement 
2020,10,15130,United States,LCD (INCELL)
2020,11,15130,United States,Charging Port
2020,12,15130,United States,Labor
2020,10,15131,United States,LCD
2020,11,15131,United States,LCD
2020,12,15131,United States,Simple Mobile $50
2020,9,15132,France,Remplacement Ecran (Tactile+LCD)
2020,10,15132,France,"Désoxydation , Récupération de données Forfait 3"
2020,11,15132,France,"Remplacement Batterie, Remplacement Écran (Vitre + LCD + Tactile)"
2020,12,15132,France, Vitre tactile brisée ou plus d'image
2020,9,15135,Australia,Glass Only Replacement
2020,10,15135,Australia,Water Damage Repair
2020,11,15135,Australia,Screen (Digitizer+LCD) Replacement
2020,12,15135,Australia,Screen (Digitizer+LCD) Replacement
2020,9,15150,United States,Battery Replacement
2020,9,15151,Spain,TACTIL COLOR BLANCO 
2020,10,15151,Spain,CAMBIO PANTALLA 
2020,11,15151,Spain,NO SE ENCIENDE 
2020,12,15151,Spain,tablet nueva
2020,11,15152,United States,Screen (Digitizer+LCD) Replacement
2020,10,15155,Argentina,Cambio de batería A1286 E2011 a M2012
2020,11,15155,Argentina,Cambio de pantalla negra
2020,12,15155,Argentina,Limpieza interna/Baño Químico
2020,9,15172,Australia,Battery Replacement
2020,10,15172,Australia,Charging Port Replacement
2020,11,15172,Australia,"Screen (Digitizer+LCD) Replacement, Battery Replacement"
2020,12,15172,Australia,Screen (Digitizer+LCD) Replacement
2020,9,15176,United States,Battery Replacement
2020,10,15176,United States,Battery Replacement
2020,11,15176,United States,Solder
2020,12,15176,United States,Screen (Digitizer+LCD) Replacement
2020,9,15190,United States,"Charging Port Replacement, Screen (Digitizer+LCD) Replacement"
2020,10,15190,United States,Screen (Digitizer+LCD) Replacement
2020,11,15190,United States,Diagnostic
2020,12,15190,United States,Diagnostic
2020,9,15195,United States,Diagnostic
2020,12,15195,United States,Screen (Digitizer+LCD) Replacement
2020,10,15202,Australia,LCD/Glass Replacement Premium
2020,11,15202,Australia,LCD/Glass Replacement Aftermarket
2020,12,15202,Australia,Glass Replacement
2020,10,15213,United States,Screen (Digitizer+LCD) Replacement
2020,12,15213,United States,Back Camera Replacement
2020,9,15218,Australia,ORG Screen Replacement
2020,10,15218,Australia,OLED Screen Replacement 
2020,11,15218,Australia,"Battery Replacement, Screen Replacement"
2020,9,15225,Cayman Islands,Screen Replacement for Galaxy Note 10 Plus
2020,10,15225,Cayman Islands,Battery for Samsung S7 edge
2020,11,15225,Cayman Islands,Screen for iPhone 7 Plus black
2020,12,15225,Cayman Islands,Screen for iPhone 8 white
2020,9,15238,Canada,Screen (Digitizer+LCD) Replacement
2020,10,15238,Canada,Diagnostic
2020,11,15238,Canada,Screen (Digitizer+LCD) Replacement
2020,12,15238,Canada,Screen (Digitizer+LCD) Replacement
2020,10,15239,United States,Labor 
2020,11,15239,United States,Iphone 8 LCD Replacement
2020,12,15239,United States,Iphone 11 LCD Replacement 
2020,9,15242,Australia,LCD Replacement
2020,10,15242,Australia,LCD Replacement
2020,11,15242,Australia,LCD Replacement
2020,12,15242,Australia,LCD Replacement
2020,9,15245,Australia,Battery Replacement
2020,10,15245,Australia,Screen (Digitizer+LCD) Replacement
2020,11,15245,Australia,Screen (Digitizer+LCD) Replacement
2020,12,15245,Australia,Screen (Digitizer+LCD) Replacement
2020,10,15265,United States,Screen (Digitizer+LCD) Replacement
2020,11,15265,United States,Screen (Digitizer+LCD) Replacement
2020,12,15265,United States,Screen (Digitizer+LCD) Replacement
2020,9,15274,United States,Back Glass
2020,10,15274,United States,Battery
2020,11,15274,United States,LCD - Aftermarket
2020,12,15274,United States,sreen cracked
2020,9,15275,United States,LCD - Premium
2020,10,15275,United States,CRACKED SCREEN 
2020,11,15275,United States,EARPIECE
2020,12,15275,United States,CRACKED SCREEN 
2020,9,15280,United States,Battery Replacement
2020,10,15280,United States,Screen (Digitizer+LCD) Replacement
2020,11,15280,United States,Charging Port Replacement
2020,12,15280,United States,OLED Screen (Digitizer+LCD) Replacement
2020,9,15298,United States,"Virus/Spyware Removal, Pc Diagnostics"
2020,9,15300,United States,Screen Replacement AM OLED (bad OLED)
2020,10,15300,United States,Back Camera Replacement
2020,9,15302,United States,Screen (Digitizer+LCD) Replacement
2020,10,15302,United States,Screen (Digitizer+LCD) Replacement
2020,11,15302,United States,SALE
2020,9,15307,Hungary,Érintőüveg csere 
2020,12,15307,Hungary,Battery Replacement
2020,12,15310,South Africa,Private Call-Out
2020,11,15317,United States, Diagnostic
2020,12,15317,United States, Screen Replacement
2020,12,15318,United States, Screen Replacement
2020,11,15319,United States,"Back Camera Replacement, Back Camera Lens Replacement,  Screen Replacement"
2020,12,15319,United States,Screen Replacement
2020,9,15321,United States,Back Camera Replacement
2020,10,15321,United States,Back Camera Replacement
2020,11,15321,United States,Screen (Digitizer+LCD) Replacement
2020,12,15321,United States,Screen (Digitizer+LCD) Replacement
2020,9,15324,Finland,OnePlus 7 Pro Kameran linssin vaihto
2020,10,15324,Finland,Motorola G8 Power Näytön- ja lasin vaihto
2020,11,15324,Finland,iPhone 6S Akun vaihto
2020,12,15324,Finland,Samsung Galaxy A71 Näytön ja lasin vaihto
2020,9,15325,Finland,iPhone SE Akun vaihto
2020,10,15325,Finland,(OEM) iPhone 11 Näytön- ja lasin vaihto
2020,11,15325,Finland,iPhone 6S Akun vaihto
2020,12,15325,Finland,iPhone 8 Akun vaihto
2020,10,15326,Finland,Samsung Galaxy A51 Näytön ja lasin vaihto
2020,11,15326,Finland,iPhone 5S Akun vaihto
2020,12,15326,Finland,Tarvike tilaus
2020,9,15327,Finland,Näyttö vika
2020,10,15327,Finland,Samsung Galaxy A21s Näytön- ja lasin vaihto
2020,11,15327,Finland,Huawei Mediapad M2 10.0 Näytön vaihto valkoinen
2020,12,15327,Finland,iPhone 7 Akun vaihto
2020,9,15328,Finland,Tarvike tilaus
2020,10,15328,Finland,iPhone 7 Näytön- ja lasin vaihto musta
2020,11,15328,Finland,iPhone 7 Näytön- ja lasin vaihto valkoinen
2020,10,15331,United States,"Battery Replacement, Charging Port Replacement"
2020,11,15332,United States, Screen Replacement
2020,12,15332,United States, Battery Replacement 
2020,11,15333,United States, Screen Replacement - Good LCD
2020,12,15333,United States, Screen Replacement
2020,10,15338,United States,"Volume Button Replacement, Screen (Digitizer), Screen Lcd"
2020,11,15338,United States,Screen (Digitizer+LCD) Replacement
2020,12,15338,United States,"Screen (Digitizer+LCD) Replacement After Market, Disable Mode "
2020,9,15345,United States,Screen Replacement (Hard OLED)
2020,10,15345,United States,Screen Replacement (Hard OLED)
2020,11,15345,United States,Screen (Digitizer+LCD) Replacement (COF)
2020,12,15345,United States,Battery Replacement
2020,10,15346,United States,Front Camera Replacement
2020,11,15346,United States,Screen (Digitizer+LCD) Replacement
2020,12,15346,United States,Diagnostic
2020,10,15358,Mexico,Cambio de Carcaza
2020,9,15370,Ireland,LCD REPLACEMENT
2020,10,15370,Ireland,"TOP GLASS REPLACEMENT, LCD Replacement "
2020,11,15370,Ireland,wifi problems (diagnose)
2020,9,15375,Canada,Screen (Digitizer+LCD) Replacement
2020,10,15375,Canada,Screen (Digitizer+LCD) Replacement
2020,11,15375,Canada,Screen (Digitizer+LCD) Replacement
2020,12,15375,Canada,Screen (Digitizer+LCD) Replacement
2020,9,15380,United Kingdom,LCD Replacement
2020,10,15380,United Kingdom,WIFI FAULT
2020,11,15380,United Kingdom,No Power
2020,12,15380,United Kingdom,Screen (Digitizer+LCD) Replacement
2020,9,15381,United States,Broken Lcd
2020,10,15381,United States,Broken Lcd
2020,11,15381,United States,Charging Port Replacement
2020,12,15381,United States,Screen (Digitizer+LCD) Replacement
2020,9,15389,United States,Screen (Digitizer+LCD) Replacement
2020,10,15389,United States,Screen (Digitizer+LCD) Replacement
2020,11,15389,United States,Screen (Digitizer+LCD) Replacement
2020,12,15389,United States,Screen Replacement 
2020,11,15390,United States,Operating System Install
2020,12,15390,United States,Screen Replacement 
2020,9,15410,United Kingdom,Broken Digitizer
2020,10,15410,United Kingdom,Premium Screen
2020,11,15410,United Kingdom,Premium Screen
2020,12,15410,United Kingdom,Battery Replacement
2020,10,15413,United States,Screen (Digitizer+LCD) Replacement
2020,11,15413,United States,Diagnostic
2020,12,15413,United States,Battery Replacement
2020,11,15416,United States,Inspection Fee
2020,12,15416,United States,Screen (Digitizer+LCD) Replacement
2020,10,15419,Portugal,Battery Replacement
2020,12,15419,Portugal,botao power 
2020,9,15424,Canada,Phone Reset
2020,10,15424,Canada,Screen (Digitizer+LCD) Replacement
2020,10,15426,United States,Battery Replacement
2020,11,15426,United States,"Data recovery, back-up solutions, migration service"
2020,12,15426,United States,Charging Port Replacement
2020,10,15428,United States,Back Camera Replacement
2020,11,15428,United States,White Screen
2020,12,15428,United States,Black Screen
2020,11,15436,France,Module Afficheur Iphone 11
2020,10,15438,France,Diag
2020,11,15438,France,Module Afficheur iPhone 8 Noir
2020,10,15459,United States,Screen (Digitizer+LCD) Replacement
2020,11,15459,United States,Battery Replacement
2020,12,15459,United States,Screen (Digitizer+LCD) Replacement
2020,10,15477,United States,APU Repair
2020,11,15477,United States,Screen (Digitizer+LCD) Replacement
2020,12,15477,United States,lock code Removal
2020,9,15480,United States,Rear Glass
2020,10,15480,United States,Battery Replacement
2020,11,15480,United States,Screen (Digitizer+LCD) Replacement
2020,12,15480,United States,Screen (Digitizer+LCD) Replacement
2020,9,15481,United States,Will not boot
2020,10,15481,United States,Damaged Screen Replacement
2020,11,15481,United States,Damaged Screen Replacement
2020,12,15481,United States,Diagnostics
2020,10,15486,United Kingdom,"LCD Replacement, Battery Replacement"
2020,11,15486,United Kingdom,LCD Replacement
2020,12,15486,United Kingdom,Screen Repair Replecment
2020,10,15488,Canada,Charging Port/headphone jack/microphone replacement
2020,11,15488,Canada,Screen (Digitizer+LCD) 
2020,12,15488,Canada,Screen (Digitizer+LCD)
2020,10,15490,United States,CHARGING PORT
2020,11,15490,United States,CHARGING PORT REPLACEMENT
2020,12,15490,United States,"SSD UPGRADE 240GB/WINDOWS 10 /ANTIVIRUS 1 YEAR, Battery replacement"
2020,10,15498,United States,Diagnostic
2020,11,15498,United States,Screen (Digitizer+LCD) Replacement
2020,12,15498,United States,Screen (Digitizer+LCD) Replacement
2020,10,15506,New Zealand,LCD replacement
2020,11,15506,New Zealand,a. LCD/Glass Premium replacement
2020,12,15506,New Zealand,inspection
2020,10,15510,United Kingdom,Screen Replacement
2020,11,15510,United Kingdom,Screen (Digitizer+LCD) Replacement
2020,12,15510,United Kingdom,mark on display + line through front camera
2020,10,15511,United States,Charging Port Replacement
2020,11,15511,United States,Screen (Digitizer+LCD) Replacement
2020,12,15511,United States,Screen (Digitizer+LCD) Replacement
2020,10,15517,United States,Screen (Digitizer+LCD) Replacement
2020,11,15517,United States,Screen (Digitizer+LCD) Replacement
2020,12,15517,United States,"Diagnostic, SSD Upgrade 1tb"
2020,11,15527,United States,Battery Replacement
2020,12,15534,Australia,LCD/Glass Replacement Aftermarket
2020,10,15535,Canada,Screen (Digitizer+LCD) Replacement
2020,12,15535,Canada,Screen (Digitizer+LCD) Replacement
2020,10,15538,Australia,LCD Replacement
2020,11,15538,Australia,Home Button Repair
2020,12,15538,Australia,LCD Replacement
2020,10,15539,Australia,Digitizer Screen Replacement
2020,11,15539,Australia,Battery Replacement (DP45)
2020,12,15539,Australia,Motherboard Repair Service (DP175)
2020,10,15548,United States,hard drive replacement
2020,11,15548,United States,No power
2020,12,15548,United States,No power
2020,11,15564,United States,Screen Replacement
2020,12,15564,United States,"Battery Replacement, Screen Replacement"
2020,10,15569,United States,Battery Replacement
2020,11,15569,United States,Screen (Digitizer+LCD) Replacement
2020,10,15577,United States,Screen (Digitizer+LCD) Replacement
2020,10,15580,Macao, 屏幕損壞 Screen Replacement
2020,11,15580,Macao, 無法開機(無畫面) No Power (No Display)
2020,12,15580,Macao, 液晶損壞 LCD Replacement
2019,7,15581,United Kingdom,Screen (Digitizer+LCD) Replacement
2020,7,15581,United Kingdom,Diagnostic
2020,8,15581,United Kingdom,Screen (Digitizer+LCD) Replacement
2020,9,15581,United Kingdom,Screen Replacement
2020,10,15581,United Kingdom,Screen (Digitizer+LCD) Replacement
2020,11,15581,United Kingdom,"Battery Replacement, Screen Replacement"
2020,10,15589,United States,Screen (Digitizer+LCD) Replacement
2020,11,15589,United States,Battery Replacement
2020,12,15589,United States,Standard Screen (Digitizer+LCD) Replacement (White)
2020,10,15590,Australia,sim tray stuck 
2020,11,15590,Australia,"back glass replacement , screen replacement"
2020,12,15590,Australia,NON WORKING
2020,11,15594,United States,Battery Replacement
2020,12,15594,United States,iPhone 11 Screen replacement 
2020,10,15598,United States,Screen (Digitizer+LCD) Replacement
2020,11,15598,United States,Battery Replacement
2020,12,15598,United States,Screen (Digitizer+LCD) Replacement
2020,10,15599,United States,Front Assembly Replacement
2020,11,15599,United States,Front Assembly Replacement
2020,12,15599,United States,Front Assembly Replacement
2020,10,15619,Denmark,Temperature Problem
2020,11,15619,Denmark,Klargøring
2020,12,15619,Denmark,"Reinstall W10, Data Backup"
2020,10,15623,France,Screen (Digitizer+LCD) Replacement
2020,11,15623,France,Screen (Digitizer+LCD) Replacement
2020,12,15623,France,connecteur de charge
2020,10,15640,United States,home button id not working
2020,11,15640,United States,"Screen (Digitizer+LCD) Replacement,Screen (Digitizer+LCD) Replacement,Screen (Digitizer+LCD) Replace"
2020,10,15642,Australia,Screen Repair
2020,11,15642,Australia,Back Camera Lens + Back Glass
2020,12,15642,Australia,Front Glass / LCD
2020,10,15644,United Kingdom,Screen
2020,12,15644,United Kingdom,Back Glass
2020,12,15648,United States,Screen (Digitizer+LCD) Replacement
2020,10,15649,United States,Display assembly replacement rose gold
2020,11,15649,United States,Charging Port Replacement
2020,12,15649,United States,Screen (Digitizer+LCD) Replacement
2020,11,15653,United States,Screen (Digitizer+LCD) Replacement
2020,12,15653,United States,Battery Replacement
2020,11,15655,United States,BLU-Ray Drive
2020,10,15657,United States,iPad 16GB Wifi
2020,11,15657,United States,Battery Replacement
2020,12,15657,United States,Charging Port Replacement
2020,10,15658,Australia,Screen (Digitizer+LCD) Replacement
2020,11,15658,Australia,Battery Replacement
2020,12,15658,Australia,Screen Repair
2020,12,15659,United States,Screen (Digitizer+LCD) Replacement
2020,10,15663,Finland,iPhone SE Akun vaihto
2020,11,15663,Finland,"Huawei Mate 20 Pro Näytön vaihto twilight / violetti, Huawei Mate 20 Pro Takalasin vaihto violetti /"
2020,12,15663,Finland,iPhone 5S Akun vaihto
2020,12,15664,United States,Screen (Digitizer+LCD) Replacement
2020,10,15665,United Kingdom,C - Battery Replacement
2020,11,15665,United Kingdom,C - Battery Replacement
2020,12,15665,United Kingdom,C - Battery Replacement
2020,10,15686,United States,Front Assembly Replacement
2020,11,15686,United States,diagnosis
2020,12,15686,United States,Glass replacement
2020,10,15691,United States,Bundle: Battery & Screen Replacement
2020,10,15692,Australia,Glass & LCD Screen Replacement
2020,11,15692,Australia,Front Glass & LCD Screen Replacement                                                                
2020,12,15692,Australia,"Motherboard Repair Service (DP125), Screen Replacement (Aftermarket Screen Option)"
2020,11,15693,Canada,"Devis Assurances (DÉGÂT D'EAUX, FEU, FOUDRE...)"
2020,12,15693,Canada,"Devis Assurances (DÉGÂT D'EAUX, FEU, FOUDRE...)"
2020,10,15697,United States,Screen (Digitizer+LCD) Replacement
2020,11,15697,United States,Screen repair / replacement
2020,12,15697,United States,Screen (Digitizer+LCD) Replacement
2020,10,15698,Mexico,Display (LCD+Touch)
2020,11,15698,Mexico,Display (LCD+Touch)
2020,12,15698,Mexico,Puerto de Carga
2020,10,15707,United States,Inspection Fee
2020,10,15717,United States,Tempered Glass Screen Protector for Phones
2020,11,15717,United States,Diagnostics/Water Damage
2020,12,15717,United States,Charging Port Replacement
2020,11,15722,United States,Screen (Digitizer+LCD) Replacement
2020,12,15722,United States,Front Camera Replacement
2020,10,15726,Switzerland,Sostituzione Display 
2020,11,15726,Switzerland,Sostituzione Back Cover
2020,12,15726,Switzerland,Sostituzione della batteria
2020,10,15749,Australia,Broken Screen (Aftermarket LCD)
2020,10,15751,South Africa,Screen Replacement
2020,11,15751,South Africa,ASSESSMENT
2020,12,15751,South Africa,P30 REPAIR
2020,11,15758,United States,Battery Replacement
2020,12,15758,United States,cracked screen
2020,10,15760,United States,Screen (Digitizer+LCD) Replacement
2020,11,15760,United States,Screen (Digitizer+LCD) Replacement
2020,12,15760,United States,Screen (Digitizer+LCD) Replacement
2020,10,15761,United States,Screen Replacement
2020,11,15761,United States,Home Button Replacement
2020,12,15761,United States,Battery Replacement
2020,11,15763,United States,Screen Replacement
2020,12,15763,United States,Battery Replacement
2020,12,15775,United States,Screen (Digitizer+LCD) Replacement
2020,11,15779,United States,Front Glass Replacement
2020,11,15792,United States,Screen (Digitizer+LCD) Replacement
2020,12,15792,United States,Battery Replacement
2020,11,15794,United States,Battery Replacement
2020,12,15794,United States,Screen Replacement
2020,11,15806,United States,Screen (Digitizer+LCD) Replacement
2020,12,15806,United States,"Charging Port Replacement, Diagnostic"
2020,11,15809,Australia,Upgrade from Windows 8 to Windows 10
2020,10,15811,United States,"Back Glass, Screen"
2020,11,15811,United States,Digitizer
2020,12,15811,United States,Diagnostic
2020,10,15812,United States,screen
2020,11,15819,United States,Screen (Digitizer+LCD) Replacement
2020,12,15819,United States,"Screen (Digitizer+LCD) Replacement, Battery Replacement"
2020,11,15822,United States,Screen (Digitizer+LCD) Replacement
2020,12,15822,United States,lcd 
2020,10,15827,United Kingdom,Screen (Digitizer+LCD) Replacement
2020,11,15827,United Kingdom,Screen (Digitizer+LCD) Replacement
2020,12,15827,United Kingdom,face id repair
2020,11,15834,United States, Screen Replacement - Bad LCD 
2020,12,15834,United States, Screen Replacement - Good LCD
2020,10,15836,United States,Iphone 5 White LCD Replacement
2020,11,15836,United States,Iphone 11 Pro Max OLED Screen Replacement
2020,12,15836,United States,iPhone XS OLED Screen Replacement (Hard)
2020,12,15837,United States,Back Camera Replacement
2020,11,15849,United States,Labor Less than 30 Minutes
2020,12,15849,United States,Diagnosis Fee
2020,12,15852,United States,"Screen (Digitizer+LCD) Replacement, Back Glass"
2020,11,15857,Australia,a. LCD/Glass Premium replacement
2020,12,15857,Australia,LCD
2020,11,15866,United States,Screen (Digitizer+LCD) Replacement
2020,12,15866,United States,Screen (Digitizer+LCD) Replacement
2020,10,15875,United States,Battery Replacement
2020,11,15875,United States,Screen (Digitizer+LCD) Replacement
2020,12,15875,United States,Screen (Digitizer+LCD) Replacement
2020,10,15886,Canada,Bouton d'allumage
2020,11,15886,Canada,Batterie (6 mois de garantie)
2020,12,15886,Canada,Postes Canada
2020,11,15906,United States,Screen (Digitizer+LCD) Replacement
2020,12,15906,United States,Screen (Digitizer+LCD) Replacement
2020,11,15910,United Kingdom,"Battery Replacement, Screen (Digitizer+LCD) Replacement"
2020,11,15935,South Africa,LCD Cracked
2020,12,15935,South Africa,SAMAUNG s20 ULTRA LCD CRACKED
2020,11,15939,Canada,"Batterie, Vitre et écran Générique"
2020,12,15939,Canada,Vitre et écran Générique
2020,11,15944,Canada,Lames Uséé
2020,11,15952,Australia,Screen (Digitizer+LCD) Replacement
2020,12,15952,Australia,Screen (Digitizer+LCD) Replacement
2020,11,15959,Canada,Antminer T17/S17 (Unit)
2020,12,15959,Canada,Antminer T17/S17 (3 chips incl.)
2020,11,15960,Canada,Back Camera Replacement
2020,12,15960,Canada,Diagnostic
2020,11,15985,United States,Screen (Digitizer+LCD) Replacement
2020,12,15985,United States,"1.-Screen (Digitizer+LCD) Replacement, 2.-Battery Replacement"
2020,11,15994,Barbados,Charging Port Replacement
2020,12,15994,Barbados,"SSD Upgrade , Windows Reinstallation "
2020,11,15999,Mexico,Screen (Digitizer+LCD) Replacement
2020,11,16010,United States,Screen (Digitizer+LCD) Replacement
2020,12,16010,United States,Screen (Digitizer+LCD) Replacement
2020,11,16016,United States,Microsoldering
2020,12,16016,United States,IC Audio
2020,12,16017,United States,LCD Damage
2020,11,16020,United States,Screen (Digitizer+LCD) Replacement
2020,12,16020,United States,Water Damage
2020,12,16027,Denmark,Screen Damage
2020,12,16037,Australia,No Steam
2020,11,16039,United States,Screen (Digitizer+LCD) Replacement
2020,12,16039,United States,Screen (Digitizer+LCD) Replacement
2020,11,16051,United States,iPhone XR LCD Replacement
2020,12,16051,United States,Iphone 7 Black LCD Replacement
2020,12,16052,United States,Screen (Digitizer+LCD) Replacement
2020,11,16073,Australia,Battery Replacement
2020,12,16073,Australia,Screen (Digitizer+LCD) Replacement
2020,11,16074,United Kingdom,Home Button Issue
2020,12,16074,United Kingdom,CD/DVD Drive not working
2020,11,16079,Canada,camera and mic wont work
2020,12,16079,Canada,TROJAN 
2020,11,16090,United Kingdom,Speaker Replacement
2020,12,16090,United Kingdom,Back Camera Replacement
